query_id,user_id,query_text,category,response
8a74203d-4c6c-4d73-9d0f-0a453f0523ca,5293,I need a refund on my last order.,demand_refund,"To get a refund, please visit My Account > Refunds > Initiate. Choose the respective order and complete the refund form."
956391ab-2f34-4ba6-a285-146acdc130a9,1446,Where is my order in the process?,order_status,Head over to Orders > Select Order > View Status to see where your order is in the fulfillment process.
9b6e5814-8dcf-4a1d-b551-c6153f54b964,3635,What’s the current status of my order?,order_status,Head over to Orders > Select Order > View Status to see where your order is in the fulfillment process.
39f6dfac-6b03-4725-bb31-ea77783ca402,2036,Where do I write a review for my last order?,review_order,"You can add a review by navigating to My Account > Reviews > Write Review. Once there, you’ll be able to write and submit your review."
2919303f-5df4-4a71-8b00-c1096a8b8d01,1761,How do I file a complaint?,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
c618017a-b40c-4ff3-ba96-ca8f29b86489,1536,Please provide shipment tracking updates.,order_tracking,Tracking details are available under Purchases > Delivery > Tracking Info. It will show you real-time updates about your package location.
524f1c47-54a0-4227-ae0a-4ba46e3a9245,7445,"Hi, I need some help.",greeting,Hi! Welcome back. What can I help you with?
10f6d888-777a-4911-ac65-8ae0a7ae3f42,1905,What’s the current status of my order?,order_status,You can check your order status by going to Profile > Orders > Check Status. It will display the current progress of your order.
70e56d62-a546-4d64-8d43-41df9ea626f4,6521,Please provide shipment tracking updates.,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
a1283f4f-3943-454c-add4-1109b4d4e2a5,4224,Where do I go to raise a complaint?,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
b3356646-b3ff-4737-931e-9f4b87e0c724,8875,Hello!,greeting,Hi! Welcome back. What can I help you with?
025960e1-7c95-44b7-99bf-ba301d9741af,3008,I want to share feedback about my purchase.,review_order,"You can add a review by navigating to Purchases > Feedback > Review Order. Once there, you’ll be able to write and submit your review."
2581853d-23c2-4ddd-879e-9aed89499bf8,8486,"My payment is pending, what should I do?",payment_issue,"For payment issues, navigate to Settings > Payments > Resolve Issue. You will find tools to resolve failed or pending transactions."
a6c271e8-cda8-4f0c-aa20-2c5a62019a37,3961,"I’m done, thanks.",goodbye,Goodbye! I hope I was able to help you today.
986ed21d-69f7-4dda-bb3b-4ef75d880d64,6708,Hi there!,greeting,Hello there! How can I assist you with your orders today?
11656ce6-0ee4-4e68-9d5d-83617aa1e61d,8694,Where can I request a refund?,demand_refund,"Refund requests can be placed through My Account > Refunds > Initiate. Select your order, choose 'Request Refund', and submit your reason."
351077e1-35ff-41f7-a72e-17f7f7539779,3725,Track my shipment please.,order_tracking,Tracking details are available under Purchases > Delivery > Tracking Info. It will show you real-time updates about your package location.
06536304-4fce-4d5d-8da4-efb00a2fd376,5577,Tell me a joke.,out_of_scope,"I’m sorry, but I can’t help with that request. Could you please rephrase or ask something else?"
dd0cd22b-4df8-4788-ac41-9e4fcf17f294,7579,What’s the current status of my order?,order_status,You can check your order status by going to Orders > Select Order > View Status. It will display the current progress of your order.
9291ca6d-b27d-438c-b054-f7e0a95b4381,5384,Please transfer me to a representative.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
bf9875ac-871f-4f21-8abd-7c1ccac67552,6754,I want to complain about a product.,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
8a33f51c-7daf-42e2-a706-7078843facc9,7982,Has my order been shipped yet?,order_status,Head over to Orders > Select Order > View Status to see where your order is in the fulfillment process.
6e880691-43c6-4ee9-bcbb-c9de3bba17ce,7629,Can you connect me to support staff?,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
73798d7a-34b7-4e8e-9391-357f8247e309,6290,Can you tell me the refund steps?,demand_refund,"Refund requests can be placed through My Account > Refunds > Initiate. Select your order, choose 'Request Refund', and submit your reason."
9fbb8d76-ed91-42ba-9236-14f6ac4a23dc,3993,I need help with a failed transaction.,payment_issue,"For payment issues, navigate to My Account > Billing > Payment Help. You will find tools to resolve failed or pending transactions."
2996e6c7-dd2a-4af9-a75e-ab0be7beee5e,2329,"Thanks, bye!",goodbye,Thank you for reaching out! Have a great day.
009485b9-12c7-42a0-b302-4fb6373e591e,6127,I need help with a failed transaction.,payment_issue,You can manage and fix your payment issues at Settings > Payments > Resolve Issue. Select the relevant transaction to proceed.
61c00783-2d80-43d0-9fc7-b535cb025571,6535,Can I chat with someone from support?,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
be64637f-2a1c-4748-9939-f87d6522819b,1046,Please transfer me to a representative.,talk_to_human,I’ll connect you with a support agent shortly. Please hold on.
dd7e1e99-eb3c-488c-982a-d02cbdccabf0,7624,How do I check if my order is confirmed?,order_status,Head over to My Account > Purchases > Track Progress to see where your order is in the fulfillment process.
f92fece0-0e2b-4dd8-a91c-2747ac576e3c,1217,Track my shipment please.,order_tracking,Tracking details are available under Purchases > Delivery > Tracking Info. It will show you real-time updates about your package location.
1f72a147-8e9d-4d2b-90f5-cf83c1abd740,2613,"Hi, I need some help.",greeting,Hello there! How can I assist you with your orders today?
2e6ebec7-d707-4a57-b817-a82ef2cdcc83,5280,Please transfer me to a representative.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
1891b344-85a7-4015-9fbc-513e1cf0cb3c,8669,Where do I go to raise a complaint?,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
ce6df271-c75d-4845-a5be-35feb3981af5,8317,Where do I write a review for my last order?,review_order,"To review your order, head over to Orders > Select Order > Leave Review. Select the order and leave your feedback."
95224f10-9e76-4442-a4af-65d112105242,5064,There’s a billing issue with my purchase.,payment_issue,You can manage and fix your payment issues at Settings > Payments > Resolve Issue. Select the relevant transaction to proceed.
4ddc0a7d-57cf-487d-88ca-44f07891de72,6701,Can I rate the product I bought?,review_order,"To review your order, head over to Purchases > Feedback > Review Order. Select the order and leave your feedback."
d4d2d57d-39eb-40df-86ee-f22ff9001a8e,2306,Can you connect me to support staff?,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
3660b73c-7aa1-4330-9c9b-ce117003fc5e,7061,I need to speak to a human agent.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
6b96f2e4-86e5-4bdc-aed3-91c968ff2ec0,1313,Is there a way to stop processing on my order?,cancel_order,"To cancel your order, please go to Settings > Orders > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
42815128-a203-4c08-ae31-c15b90102b5d,9783,Where is my order in the process?,order_status,Head over to Profile > Orders > Check Status to see where your order is in the fulfillment process.
b71b8fc8-9b0d-496e-8e93-d6a73af5cd17,4832,There’s an issue I need to report.,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
dc345ca5-0908-4d56-b020-04bc22e6b1d0,6046,Catch you later.,goodbye,Goodbye! I hope I was able to help you today.
e8e9c54e-ae22-42f8-8121-813d7f335810,6969,Track my shipment please.,order_tracking,"To track your shipment, please go to Purchases > Delivery > Tracking Info. Enter your tracking ID for more details."
e5fa87db-554a-4955-a553-6c8ffdad67aa,3790,Can you show me tracking details for my order?,order_tracking,Tracking details are available under Orders > Track Shipment. It will show you real-time updates about your package location.
f3947b2b-ad04-4cd9-8909-a794959f75ef,8066,Please help me submit a problem report.,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
bba1d9a6-eb55-48dc-9939-26a73fb07892,2472,Where do I write a review for my last order?,review_order,"To review your order, head over to My Account > Reviews > Write Review. Select the order and leave your feedback."
2166decd-b820-452b-b4e0-4aa4f3224287,3344,"Thanks, bye!",goodbye,Thank you for reaching out! Have a great day.
83e5f556-77b9-4cc9-9946-cc849995b455,6185,I want to share feedback about my purchase.,review_order,"You can add a review by navigating to Purchases > Feedback > Review Order. Once there, you’ll be able to write and submit your review."
babf3107-6058-4ef8-91ca-a356a4db49b8,6342,Can you help me undo an order I placed?,cancel_order,"To cancel your order, please go to Settings > Orders > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
e831da3c-3270-493b-bebc-62db8986db07,5430,"Thanks, bye!",goodbye,Thank you for reaching out! Have a great day.
e748f6a3-e425-4897-8c30-beb12f816b09,9986,My payment didn’t go through.,payment_issue,You can manage and fix your payment issues at Settings > Payments > Resolve Issue. Select the relevant transaction to proceed.
1fa6c5eb-3ee7-4382-9090-7566f8f0277d,3077,Where is my order in the process?,order_status,Head over to My Account > Purchases > Track Progress to see where your order is in the fulfillment process.
a09afc03-5933-4059-93bf-0ccbb86e8fd9,1266,I want to talk to a real person.,talk_to_human,I’ll connect you with a support agent shortly. Please hold on.
04d7221e-3fce-407d-a476-6f25edac3581,9131,Where can I request a refund?,demand_refund,"To get a refund, please visit My Account > Refunds > Initiate. Choose the respective order and complete the refund form."
67d7a974-7c23-4629-80e4-118e94b0060f,9320,What’s the weather like today?,out_of_scope,This seems outside my current support scope. Please check our help center for more information.
36c9a5e5-30fb-419a-aaff-a8bcb916d241,8973,Hello!,greeting,Hi! Welcome back. What can I help you with?
ec7f212e-f854-4f03-af08-3119bfc6eee4,6737,I want to complain about a product.,submit_complaint,"You can report a problem by going to Profile > Feedback > Report Problem. Fill in the complaint form, and our team will review it shortly."
0be0aea8-29bb-47c3-bfb1-3af8f1510275,5289,There’s an issue I need to report.,submit_complaint,"To submit a complaint, please visit Profile > Feedback > Report Problem. Provide your order details and a description of the issue."
3493b99a-3c8b-43c7-b3f3-ca53a13263a7,1203,There’s a billing issue with my purchase.,payment_issue,"For payment issues, navigate to Settings > Payments > Resolve Issue. You will find tools to resolve failed or pending transactions."
bbb29de0-1c82-4183-8fe7-bb8ebeffed51,5964,See you next time.,goodbye,Goodbye! I hope I was able to help you today.
798b2f4e-c103-4a5e-974c-23947ff836ab,8713,I need the courier information for my order.,order_tracking,"To track your shipment, please go to Orders > Track Shipment. Enter your tracking ID for more details."
41355c14-ab93-484b-895b-24b13046f0ae,4821,"Thanks, bye!",goodbye,Thank you for reaching out! Have a great day.
31078029-f114-4469-9d68-7c12a2b61fc9,7851,Hello!,greeting,Hello there! How can I assist you with your orders today?
365544b1-864c-4a34-94ad-2628ca16664c,2861,What’s the current status of my order?,order_status,You can check your order status by going to Orders > Select Order > View Status. It will display the current progress of your order.
688b7e02-86df-4d05-a7da-acb177e760fc,5912,Can you help me undo an order I placed?,cancel_order,You can cancel by navigating to Settings > Orders > Cancel Order. Choose the order you wish to cancel and follow the prompts.
a5f25d2f-1859-4870-9863-1a9d57a2c5e9,8180,Goodbye!,goodbye,Thank you for reaching out! Have a great day.
e56b427c-ca9c-401c-aa96-237db7598c31,5621,Where is my delivery right now?,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
0217c0a9-a579-4b44-a1ce-7fc20ea46704,2411,Please cancel my recent purchase.,cancel_order,You can cancel by navigating to Profile > Order History > Cancel Order. Choose the order you wish to cancel and follow the prompts.
e02f3866-3304-40ba-8d51-5821e0ce1c55,7073,How do I check if my order is confirmed?,order_status,You can check your order status by going to Profile > Orders > Check Status. It will display the current progress of your order.
9c008bf3-e7af-4c42-85bb-49281558cccf,8486,Please guide me to initiate a refund.,demand_refund,"Refund requests can be placed through Profile > Order History > Request Refund. Select your order, choose 'Request Refund', and submit your reason."
25301e06-2b2a-4fec-ac12-6ab616b65eb5,1933,Catch you later.,goodbye,Thank you for reaching out! Have a great day.
c294443c-f415-47f6-843e-e1e7d137cc5c,4498,Why was my card declined?,payment_issue,"For payment issues, navigate to Settings > Payments > Resolve Issue. You will find tools to resolve failed or pending transactions."
10ebbe2e-e5b8-4500-809c-091d09f30622,7600,Tell me a joke.,out_of_scope,"I’m sorry, but I can’t help with that request. Could you please rephrase or ask something else?"
e79180f8-beb1-484d-886d-469a8a88cb22,8327,Where is my delivery right now?,order_tracking,Tracking details are available under Purchases > Delivery > Tracking Info. It will show you real-time updates about your package location.
cbb9b141-9219-4c13-851b-cf9959949adb,1448,Good morning!,greeting,Hello there! How can I assist you with your orders today?
f4a42faf-0f60-4d94-b0c6-863ad454bda4,8688,Hi there!,greeting,Hi! Welcome back. What can I help you with?
b944c5e9-1f21-4c8e-845f-0ba81a5cb013,2692,Where is my order in the process?,order_status,Head over to Profile > Orders > Check Status to see where your order is in the fulfillment process.
b3cec77d-650b-4eb2-8a7a-0f5809086c13,3464,How do I request money back for my purchase?,demand_refund,"Refund requests can be placed through Profile > Order History > Request Refund. Select your order, choose 'Request Refund', and submit your reason."
f3a42cc2-57dd-45cb-b033-71cd12c2a5a7,1122,"I’m done, thanks.",goodbye,Thank you for reaching out! Have a great day.
9b66d5ac-c1a2-402b-b6df-850a86a1c460,4271,"Hey, how are you?",greeting,Hi! Welcome back. What can I help you with?
2f3d7ada-215f-4fe7-9005-c44fc983df16,4340,I want to share feedback about my purchase.,review_order,"You can add a review by navigating to My Account > Reviews > Write Review. Once there, you’ll be able to write and submit your review."
5708fe8c-f46d-4cda-ad93-5d6322eb3e89,4006,What’s the current status of my order?,order_status,You can check your order status by going to Profile > Orders > Check Status. It will display the current progress of your order.
f9fca17b-b817-434d-9d0f-30ccf3c1dc22,9834,How do I file a complaint?,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
830e8a05-c6b2-47c9-a5c7-d580aa7f7e60,6740,"Hey, how are you?",greeting,Hi! Welcome back. What can I help you with?
f4ed8557-caf7-4585-9a72-a768a6401741,7940,Where do I go to raise a complaint?,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
44b7df0e-0259-4557-bee8-c75e40e5bc9b,7998,Where can I request a refund?,demand_refund,"To get a refund, please visit My Account > Refunds > Initiate. Choose the respective order and complete the refund form."
8f8ff945-673b-4a5d-b382-99a66e7ebd33,6587,Track my shipment please.,order_tracking,Tracking details are available under Orders > Track Shipment. It will show you real-time updates about your package location.
5020fa9f-c3f2-4c3d-9056-21934e8b3bfa,8192,Where do I go to cancel an order?,cancel_order,You can cancel by navigating to Settings > Orders > Cancel Order. Choose the order you wish to cancel and follow the prompts.
d2b307d0-b255-4f81-b45e-35b002bf0ff7,4669,Please guide me to initiate a refund.,demand_refund,"To get a refund, please visit Settings > Orders > Refund Order. Choose the respective order and complete the refund form."
a314e32d-f736-456a-8d7c-fc913aeeeaf5,6512,There’s an issue I need to report.,submit_complaint,"You can report a problem by going to Settings > Support > Submit Complaint. Fill in the complaint form, and our team will review it shortly."
68e4d0ac-710e-4f39-a150-ed932b1643a3,6927,I want to complain about a product.,submit_complaint,"To submit a complaint, please visit Profile > Feedback > Report Problem. Provide your order details and a description of the issue."
9a71feb4-6fa8-4d8d-9f12-e82a65fd891b,6268,How do I file a complaint?,submit_complaint,"To submit a complaint, please visit Profile > Feedback > Report Problem. Provide your order details and a description of the issue."
a12a50be-8b55-427a-afd1-a5b44c670dae,7235,Tell me the progress of my recent order.,order_status,You can check your order status by going to Orders > Select Order > View Status. It will display the current progress of your order.
56dd0759-f1de-4ec2-bf84-00882bc22e71,2811,"Hi, I need some help.",greeting,Hi! Welcome back. What can I help you with?
7fcee220-9c6e-4d05-ab94-9af01255c455,3487,What’s the current status of my order?,order_status,Head over to Profile > Orders > Check Status to see where your order is in the fulfillment process.
832292c3-29ac-4649-bc9b-816d6405fe82,3701,Good morning!,greeting,Hello there! How can I assist you with your orders today?
a2a943d9-128f-45af-93a3-3594ca2cde6e,5406,Goodbye!,goodbye,Thank you for reaching out! Have a great day.
44583d70-6a73-472f-88f6-9e62eb931310,7394,Where do I go to cancel an order?,cancel_order,You can cancel by navigating to Settings > Orders > Cancel Order. Choose the order you wish to cancel and follow the prompts.
3f366819-a06b-4589-af72-bf1b401c0d80,5624,Hi there!,greeting,Hi! Welcome back. What can I help you with?
d73877cf-fc1d-49da-b4af-99c4f9cf182b,4523,Please transfer me to a representative.,talk_to_human,I’ll connect you with a support agent shortly. Please hold on.
52546e3e-00bc-4c3d-91a0-5d7a92809f91,2074,I want to talk to a real person.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
e21122a4-d821-41ac-88cb-ba5650008ab0,7983,Hello!,greeting,Hello there! How can I assist you with your orders today?
9aa12cf7-74bb-4603-8d5c-f41fdb982a8c,8252,There’s a billing issue with my purchase.,payment_issue,"For payment issues, navigate to Settings > Payments > Resolve Issue. You will find tools to resolve failed or pending transactions."
53558896-6899-48ed-8dcd-ab8b47f48722,5148,Can you connect me to support staff?,talk_to_human,I’ll connect you with a support agent shortly. Please hold on.
a112e973-5239-4c54-96c4-42468c595bc9,8460,Please help me submit a problem report.,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
1378540d-aa7c-49e1-b228-473ee3e62b26,3116,There’s a billing issue with my purchase.,payment_issue,You can manage and fix your payment issues at Settings > Payments > Resolve Issue. Select the relevant transaction to proceed.
48cfce83-d199-41fc-af24-6080ba0a5050,9327,My payment didn’t go through.,payment_issue,"For payment issues, navigate to Profile > Wallet > Payment Issues. You will find tools to resolve failed or pending transactions."
611b5185-1fb0-42fc-a0be-4bae779b6b00,4652,Is there a way to stop processing on my order?,cancel_order,"To cancel your order, please go to Profile > Order History > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
379c38c6-6878-4fc4-b32a-a688114e8f09,8156,Tell me a joke.,out_of_scope,This seems outside my current support scope. Please check our help center for more information.
8a74074a-5111-4885-b927-10de63a9c59f,6892,Tell me the progress of my recent order.,order_status,You can check your order status by going to Profile > Orders > Check Status. It will display the current progress of your order.
3a031eba-9b43-47e1-b4e5-c793eca5332c,9406,Tell me the progress of my recent order.,order_status,Head over to Orders > Select Order > View Status to see where your order is in the fulfillment process.
8dc75807-0e93-4e15-ba44-4a3394bc61f3,6484,Where do I go to cancel an order?,cancel_order,"To cancel your order, please go to Settings > Orders > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
7974fe71-5f6c-4bd0-9580-0cbee9cf7192,8422,Where can I request a refund?,demand_refund,"To get a refund, please visit Settings > Orders > Refund Order. Choose the respective order and complete the refund form."
e3d60062-6637-4f03-87a8-a4177bbe1440,3853,Can you connect me to support staff?,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
05fbd501-67af-45d3-9afe-226fbbc0f3e0,2908,"Hi, I need some help.",greeting,Hi! Welcome back. What can I help you with?
44d9463c-069d-49ec-97c0-925052b6386c,3798,What’s 2+2?,out_of_scope,This seems outside my current support scope. Please check our help center for more information.
d6fc14b3-7799-4d2b-9092-ed9723c87708,6427,Where is my delivery right now?,order_tracking,"To track your shipment, please go to My Account > Shipping > Track Package. Enter your tracking ID for more details."
3d8b5880-b556-4d6e-a499-42d5e6eca074,5147,I need help with a failed transaction.,payment_issue,You can manage and fix your payment issues at Profile > Wallet > Payment Issues. Select the relevant transaction to proceed.
187f634e-717f-40fd-b97f-fba502cc010a,7980,Catch you later.,goodbye,Goodbye! I hope I was able to help you today.
3941e7d7-ba89-4870-abfc-b57a14bdd2e9,8135,Please provide shipment tracking updates.,order_tracking,Tracking details are available under My Account > Shipping > Track Package. It will show you real-time updates about your package location.
3f2db487-8990-4855-b993-0800a7d562cd,7599,My payment didn’t go through.,payment_issue,You can manage and fix your payment issues at My Account > Billing > Payment Help. Select the relevant transaction to proceed.
2f2891e0-cd53-4132-b5c0-5679d2d9b560,9166,"Hey, how are you?",greeting,Hi! Welcome back. What can I help you with?
d2c950ed-a35a-40fe-82e7-c2eec066ff92,3393,Where is my order in the process?,order_status,Head over to Orders > Select Order > View Status to see where your order is in the fulfillment process.
abcf8813-e7ff-4fcd-a411-570931026b1a,9848,Tell me the progress of my recent order.,order_status,Head over to My Account > Purchases > Track Progress to see where your order is in the fulfillment process.
52f0f94e-6283-43f2-89e1-2a3bacc741c4,8501,Good morning!,greeting,Hi! Welcome back. What can I help you with?
df7b5cae-c295-4c78-b070-3522f2d70a80,4151,Where do I go to cancel an order?,cancel_order,"To cancel your order, please go to Settings > Orders > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
5f56be20-24b1-4130-98a6-c8ca1991c504,4354,Please help me submit a problem report.,submit_complaint,"To submit a complaint, please visit Profile > Feedback > Report Problem. Provide your order details and a description of the issue."
1fa755a5-5bc5-4e4b-9656-c6f0787217cb,9023,Please transfer me to a representative.,talk_to_human,"Sure, let me transfer you to one of our human representatives right away."
d3407f5e-3987-4411-9e27-8896d97f2c58,4412,Catch you later.,goodbye,Goodbye! I hope I was able to help you today.
f29a18ca-d0c4-4328-8af8-fd85e3df1f9a,6059,I want to share feedback about my purchase.,review_order,"You can add a review by navigating to Purchases > Feedback > Review Order. Once there, you’ll be able to write and submit your review."
6a7b3905-c2f0-4642-997d-d7c556a4c609,8119,My payment didn’t go through.,payment_issue,"For payment issues, navigate to My Account > Billing > Payment Help. You will find tools to resolve failed or pending transactions."
8490aaa4-e783-43ce-b822-1f1a9a635710,9909,"My payment is pending, what should I do?",payment_issue,"For payment issues, navigate to Settings > Payments > Resolve Issue. You will find tools to resolve failed or pending transactions."
87dfffa8-92fb-4f19-bab1-4c10f5e6f41b,2231,Where do I go to cancel an order?,cancel_order,"To cancel your order, please go to Settings > Orders > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
f0543483-ce98-4f10-aa7a-09298e9dc728,6592,I need to speak to a human agent.,talk_to_human,I’ll connect you with a support agent shortly. Please hold on.
cabbb942-3828-44f6-92f6-ada8bf5f3aa6,1582,Tell me the progress of my recent order.,order_status,Head over to My Account > Purchases > Track Progress to see where your order is in the fulfillment process.
026c5976-24f5-4470-aa3f-44ad14ce7762,5292,What’s the current status of my order?,order_status,You can check your order status by going to Profile > Orders > Check Status. It will display the current progress of your order.
68e10c00-8468-415b-bb5b-3d0318743c4e,3932,How can I leave a review for my order?,review_order,"You can add a review by navigating to My Account > Reviews > Write Review. Once there, you’ll be able to write and submit your review."
b63d44f7-2f39-4ed7-887a-8633f01e0d92,3623,Can you connect me to support staff?,talk_to_human,I’ll connect you with a support agent shortly. Please hold on.
e04b2ce0-ac0c-4fe5-8bea-7f5894e94893,7111,I want to share feedback about my purchase.,review_order,"You can add a review by navigating to Purchases > Feedback > Review Order. Once there, you’ll be able to write and submit your review."
db3ff901-15b7-473e-90cd-d6e73c8d0b60,5544,Is there a way to stop processing on my order?,cancel_order,"To cancel your order, please go to Profile > Order History > Cancel Order. After selecting the order, confirm the cancellation. If you face any issues, let me know."
61c1b91b-485e-48cc-917e-254b9123e412,4869,Can you tell me the refund steps?,demand_refund,"To get a refund, please visit My Account > Refunds > Initiate. Choose the respective order and complete the refund form."
727a6ad8-1673-4f1a-a70a-1fbacf36f0de,8117,"Thanks, bye!",goodbye,Thank you for reaching out! Have a great day.
a9d09dc1-2605-4f4d-ae62-364cb878e8cd,9926,Where is my order in the process?,order_status,You can check your order status by going to Profile > Orders > Check Status. It will display the current progress of your order.
42b264e1-440d-4af9-989e-0cafcedf7abb,7805,Where can I request a refund?,demand_refund,"Refund requests can be placed through Settings > Orders > Refund Order. Select your order, choose 'Request Refund', and submit your reason."
a746f116-4b98-4055-bfd8-c862b93bd417,5032,Can I rate the product I bought?,review_order,"You can add a review by navigating to Purchases > Feedback > Review Order. Once there, you’ll be able to write and submit your review."
e7c9c598-d5f5-4f93-b922-ab64d1b36fac,2068,Can you write me an essay?,out_of_scope,"I’m sorry, but I can’t help with that request. Could you please rephrase or ask something else?"
b3eb2714-e999-4c63-ba64-77d8530f7346,1706,What’s the current status of my order?,order_status,Head over to Profile > Orders > Check Status to see where your order is in the fulfillment process.
c2e17185-2d57-4645-9b6a-49be995d0e96,8891,I need help with a failed transaction.,payment_issue,You can manage and fix your payment issues at My Account > Billing > Payment Help. Select the relevant transaction to proceed.
f2107e21-5b62-4495-b825-428935b82314,9820,What’s the current status of my order?,order_status,Head over to Profile > Orders > Check Status to see where your order is in the fulfillment process.
c3aab0f2-93d0-4100-abab-3c13199604b5,6945,See you next time.,goodbye,Goodbye! I hope I was able to help you today.
daafbccd-fc40-4d12-8f4a-659e1e9d6054,7977,Can you show me tracking details for my order?,order_tracking,"To track your shipment, please go to Orders > Track Shipment. Enter your tracking ID for more details."
b3b45f75-b8e5-4816-9bd8-3d60dabb7d8e,5042,Can you write me an essay?,out_of_scope,This seems outside my current support scope. Please check our help center for more information.
a996999f-133e-4745-ae22-fe319d88208b,3572,Where can I request a refund?,demand_refund,"To get a refund, please visit Settings > Orders > Refund Order. Choose the respective order and complete the refund form."
b0ed7910-2354-4837-83a1-d6a96748ff5d,5853,Hello!,greeting,Hi! Welcome back. What can I help you with?
25cee4c7-2ce7-4dfc-96b0-6772020cace4,4509,My payment didn’t go through.,payment_issue,"For payment issues, navigate to My Account > Billing > Payment Help. You will find tools to resolve failed or pending transactions."
d0891b18-8af9-4dc1-ba4a-4b1add2faf60,8520,Tell me the progress of my recent order.,order_status,You can check your order status by going to Profile > Orders > Check Status. It will display the current progress of your order.
2052ce33-0859-4590-8a27-0c9f099793af,9464,Hello!,greeting,Hello there! How can I assist you with your orders today?
51f417db-bcc0-467c-9bfb-a62847eb13a8,5847,Can you help me undo an order I placed?,cancel_order,You can cancel by navigating to Settings > Orders > Cancel Order. Choose the order you wish to cancel and follow the prompts.
211ba8cb-e13a-4f96-b656-ed6ff9c66ac1,7714,Why was my card declined?,payment_issue,You can manage and fix your payment issues at Profile > Wallet > Payment Issues. Select the relevant transaction to proceed.
2d216790-915d-4012-adc4-aea38891ca24,1143,I need the courier information for my order.,order_tracking,"To track your shipment, please go to Orders > Track Shipment. Enter your tracking ID for more details."
9974c12e-8b6c-4cc7-9ce0-931529e3248d,5499,See you next time.,goodbye,Goodbye! I hope I was able to help you today.
915d4267-ee30-4bd0-9eec-b049da5bcc3c,6827,Please guide me to initiate a refund.,demand_refund,"To get a refund, please visit Profile > Order History > Request Refund. Choose the respective order and complete the refund form."
f01c823b-59e7-4dc1-ac81-0b5c9b4d6680,8596,I want to share feedback about my purchase.,review_order,"To review your order, head over to Purchases > Feedback > Review Order. Select the order and leave your feedback."
a847998b-94cc-4ebd-bf30-9d69356d87ea,8988,"Hey, how are you?",greeting,Hello there! How can I assist you with your orders today?
ff6abd43-6859-45b2-9601-b8e36bdfd41b,7412,Help me post a review for my completed purchase.,review_order,"To review your order, head over to Orders > Select Order > Leave Review. Select the order and leave your feedback."
83ada853-1748-48fb-927f-7a740bbe6f21,6785,Why was my card declined?,payment_issue,"For payment issues, navigate to Settings > Payments > Resolve Issue. You will find tools to resolve failed or pending transactions."
7d3bff0e-6d83-4dee-a176-9194ce131619,6439,How do I file a complaint?,submit_complaint,"To submit a complaint, please visit Help Center > Complaints > File Issue. Provide your order details and a description of the issue."
eea924bd-3fab-4d31-b4a2-8e63d7a49b79,8691,How do I request money back for my purchase?,demand_refund,"Refund requests can be placed through Profile > Order History > Request Refund. Select your order, choose 'Request Refund', and submit your reason."
fee24870-d1c4-4c5f-84a4-65725ee62cc7,6605,Hi there!,greeting,Hello there! How can I assist you with your orders today?
7374ed86-3b2f-4085-9602-5cf417c28fc5,4088,I want to share feedback about my purchase.,review_order,"To review your order, head over to My Account > Reviews > Write Review. Select the order and leave your feedback."
7f0d5064-49f4-4035-8d3e-aa5d2bb65868,2069,How do I request money back for my purchase?,demand_refund,"To get a refund, please visit Profile > Order History > Request Refund. Choose the respective order and complete the refund form."
0551119b-8037-4a14-bfc4-9c91c9017f69,7656,How do I file a complaint?,submit_complaint,"You can report a problem by going to Help Center > Complaints > File Issue. Fill in the complaint form, and our team will review it shortly."
